,date,gamma_0,gamma_market,gamma_smb,gamma_hml
52,2021-01-28,-0.021305727243634855,0.00017583319297588806,-6.809293880859435e-05,-0.0025951905737728836
53,2021-01-29,-0.03104665299534492,0.00010435445420210938,5.685588075772803e-05,0.0010529010307498273
54,2021-02-01,0.02506415317111274,0.00031755693269847616,2.6771814243406896e-05,-0.00032330566943545273
55,2021-02-02,0.011580526983485117,0.00042379142843238584,4.807313213409445e-05,0.00015508440993407182
56,2021-02-03,0.007029899499962507,0.0007949742526813699,7.206891444862334e-05,-0.00010696711050977038
57,2021-02-04,-0.008437448174135886,0.000720134763620896,8.074656275955046e-05,0.00030090736072713083
58,2021-02-05,0.007763865330429466,-0.00034343201324740324,-2.361356120957805e-05,-7.201861028687898e-06
59,2021-02-08,0.0002779658164342232,-0.0009446461315104637,-3.800051314388196e-05,0.0011053036486964169
60,2021-02-09,0.0030707356287883805,-0.002944846412912795,-0.00026308999645026105,-0.0007192773441175046
61,2021-02-10,0.01117018871872321,-0.0020061469405298635,-0.00020498379229138785,-0.0011825654566456163
62,2021-02-11,-3.9682539682539676e-05,-2.541098841762901e-21,-1.495542547495874e-21,1.2705494208814505e-21
63,2021-02-12,-3.9682539682539676e-05,-2.541098841762901e-21,-1.495542547495874e-21,1.2705494208814505e-21
64,2021-02-15,0.013280694047827802,-0.0004973700539618966,-1.9421874418137875e-05,-0.00013194270104622651
65,2021-02-16,0.00020502238015760802,0.003157770265552933,0.00033182205607191296,0.0007865539433251763
66,2021-02-17,-0.0015414029981749495,0.001079831937001858,0.00012199894206466026,0.0011303174594676853
67,2021-02-18,-0.0010762116804395386,-0.007344300997672375,-0.0006997765373157672,-0.0019917914367231534
68,2021-02-19,-0.002116851967568319,0.001707050601844476,0.00016635572787037118,0.0007197873768370765
69,2021-02-22,-0.0032968532649628067,-0.0012882837118486988,-6.476682258146086e-05,0.0012537703279738737
70,2021-02-23,-0.009881383211806562,0.001191787767001803,9.568979291768309e-05,-0.000465468054426536
71,2021-02-24,-0.03113111148187927,0.0010218722181404676,0.00012543728855272712,0.0005094016836949095
72,2021-02-25,0.022732884385739026,0.0022177829251795317,0.00017500701750193794,-0.0014812575271893765
73,2021-02-26,-0.01619983969904792,-0.001214292759529937,-0.00010829808111218674,0.00024524295929794946
74,2021-03-01,-3.9682539682539676e-05,-2.541098841762901e-21,-1.495542547495874e-21,1.2705494208814505e-21
75,2021-03-02,0.011228972878763947,-0.0010998831658096382,-7.897010941048489e-05,0.0007351221121810777
76,2021-03-03,0.010242306034838168,-0.0004196212721359793,-3.480057235135905e-05,0.00015090516191125993
77,2021-03-04,-0.006282873067670729,-0.0010004932061018546,-6.802082037860212e-05,0.000522144546747946
78,2021-03-05,-0.003937185806640377,0.000595182511112816,3.8216480212342664e-05,-0.0004389429141661461
79,2021-03-08,-0.013205897932425537,-1.927497384749099e-05,8.46159496993664e-06,0.0007422992680411796
80,2021-03-09,-0.004920456737887273,-0.004185086863521336,-0.00039131301714457006,-0.0014882997130955045
81,2021-03-10,-0.0034945370965640305,-0.0043761874311395174,-0.00042773361649352964,-0.0014250213760069704
82,2021-03-11,0.011172661525790684,0.003930458551450205,0.0003448324132336547,-4.5201825524279174e-05
83,2021-03-12,0.01625823970100007,0.001149031035773138,0.0001452933465853127,0.0013163271274300775
84,2021-03-15,0.001196766461528207,5.0709166063767574e-05,1.9714483135141927e-06,0.0001543648647961479
85,2021-03-16,0.013304160176669348,-0.0003267425448771863,-3.2856498208782645e-05,0.0003965561970658156
86,2021-03-17,0.004123829213184125,0.0009026956669159143,6.174962305818479e-05,-0.0006422128587997406
87,2021-03-18,0.0034529836227759477,0.0059690732885626305,0.00043411103709394537,-0.002115468562860706
88,2021-03-19,0.0016992275014498315,-0.0009278918437164315,-8.76838211411731e-05,0.00031627085290266284
89,2021-03-22,-0.001277366686744229,0.08460772938088791,0.007481311187265586,-0.026346697328489172
90,2021-03-23,-0.011155113501516867,0.0010661462783685554,9.235685184614533e-05,0.0002678794810689766
91,2021-03-24,0.0004508625776196897,3.937872405134391e-05,1.706748197737902e-05,0.00011066292782151865
92,2021-03-25,0.0008173569293527697,0.0012126172238708889,0.00010368968442285544,-0.00017739981006921544
93,2021-03-26,0.009034134096190565,0.0018297610576022854,0.00022208808060036376,0.0013514905617225547
94,2021-03-29,0.0008747418369451952,0.0005060127715872196,6.118915103478503e-05,0.0002497251712983247
95,2021-03-30,0.002080336306210597,-0.00010577003741418522,-4.834386152466267e-07,0.0002533952365754337
96,2021-03-31,0.0010264410004951837,-6.180491333411097e-05,7.664671370782302e-06,0.0005445209477162805
97,2021-04-01,0.013024876769526461,0.034527260754454066,0.004034002873984824,0.009958989789788882
98,2021-04-02,0.0003268815505746986,0.0006156744533728646,5.652535898952461e-05,-0.00020380823234071268
99,2021-04-05,-0.0046500363513361335,0.004036146496433931,0.0003344214364193926,-0.0017821325803993643
100,2021-04-06,-0.0011078389763448607,-0.0021556870485436278,-0.00017724501807048318,1.116212853955171e-05
101,2021-04-07,0.0074693388000580865,-0.0016814236938511684,-0.00012155858645625456,0.0010106425247664206
102,2021-04-08,0.005283041088552973,0.0019224291147783704,0.00015985944874396017,-0.0003212956578695114
103,2021-04-09,0.005886484850460614,-0.00023916041556260286,-3.468876287328898e-05,-0.0002127204670023742
104,2021-04-12,0.013754672654972334,0.008998039987483882,0.0009107152354566453,0.00136374304175703
105,2021-04-13,0.010306114753952631,-0.00014741914637806866,4.515725661528622e-06,0.00019689017954726363
106,2021-04-14,0.005260232052637052,-0.0003275326409233916,-4.455065094050442e-05,-0.00011293499974972154
107,2021-04-15,0.002122883721457401,-0.0016947026837906111,-0.00015730403087812526,-0.0009940407006160156
108,2021-04-16,0.003985087011860531,0.000975281791205116,0.00011082855909327882,0.0008713835363899337
109,2021-04-19,0.004668905690120842,-0.0018276400153370781,-8.116230372780985e-05,0.0012627282207230007
110,2021-04-20,0.005615496361536262,0.00024195129917441215,2.6435237854695575e-05,-0.0004736923993037224
111,2021-04-21,-0.007149145184083518,-0.0010782102603483013,-7.224654785932079e-05,0.0007743887367324882
112,2021-04-22,0.005174357642845814,0.0020306094779421603,0.00021582286071015916,0.00042221172164860467
113,2021-04-23,-0.0006249128225188744,0.002360112607330835,0.00024499457765646764,0.0008981214191795965
114,2021-04-26,0.004335097379219534,0.001747060610264594,0.00013333145720575938,-8.916558982037789e-05
115,2021-04-27,-0.003482401533914072,0.0016685160039166935,0.00019023857283316788,0.000991532605177652
116,2021-04-28,-0.015369081934438034,1.4801180499543043e-05,1.7398491512314246e-05,0.00033666748021695606
117,2021-04-29,0.7860111024087842,-0.7973607901427268,-0.07319057114517089,-0.23438121334568252
118,2021-04-30,0.00978845278010876,0.0564220189062287,0.005604610462680942,0.0045392124370124
119,2021-05-03,-0.016816598326607597,6.897081858293718e-05,-8.45791484856335e-06,-0.0005375644274494311
120,2021-05-04,-0.002733623662164039,0.0010377070984515864,9.378752530520006e-05,-8.146171948255899e-05
121,2021-05-05,-3.968253968253969e-05,2.3822801641527197e-22,6.749793798432706e-22,2.117582368135751e-22
122,2021-05-06,0.010404252247898376,0.0012579853290868056,9.077216939910832e-05,-0.00012310163514582545
123,2021-05-07,0.010380048211303642,0.0007880320284796426,0.00010048429176772258,0.0002297264562801117
124,2021-05-10,0.01744764133207771,0.002221077602233672,0.00021064667100744965,-0.0005125617056200523
125,2021-05-11,-0.008100794308968486,-0.0001920434536736953,-1.1234698151403779e-05,9.164568497940866e-05
126,2021-05-12,-0.008381138814258313,-0.001991136830072229,-0.00016360161147460251,0.0006336115954497549
127,2021-05-13,-0.008563631537693146,-0.003425171769463637,-0.0003021758693332677,0.0005087399214680427
128,2021-05-14,0.007571024928577769,-0.00012658904034714953,-3.724359684282909e-05,-0.0006980853711619846
129,2021-05-17,0.00013797112221305323,-0.004137733964438983,-0.0003980656306545313,-0.0002687748377275112
130,2021-05-18,0.01169457438494085,0.00050501858054086,6.149289474652425e-05,0.0004349529156544955
131,2021-05-19,-3.968253968253969e-05,2.3822801641527197e-22,6.749793798432706e-22,2.117582368135751e-22
132,2021-05-20,-0.0036061377486295947,-0.0015791921764836696,-0.00013830910535405207,0.00024725507780872365
133,2021-05-21,-0.010393002119453123,0.002375409401556588,0.00020281543219311825,0.00018903490227960724
134,2021-05-24,-0.012328518595697658,-0.0008237925588522305,-7.54003977228923e-05,0.00023686325301487435
135,2021-05-25,0.013748581945279295,-0.0027309887523895367,-0.0002519656092635407,-0.0006233322865676788
136,2021-05-26,0.004009826109619931,0.003130529331603246,0.0003145469824168635,0.0007304553295660614
137,2021-05-27,0.006022166282213167,-0.0006497562468188161,-3.064412824254709e-05,0.0008909783136897874
138,2021-05-28,0.0084782175363316,-0.00200150959628623,-0.00016854824999286937,0.0007466190568047545
139,2021-05-31,0.009679663543075319,-0.0018841685261406851,-0.00017634305310826732,0.0001372098395322966
140,2021-07-01,0.00665756610085083,0.00586893340895361,0.0004659009199540379,-0.0006006573085951823
141,2021-07-02,-0.00032876800975641476,0.0022998802213821793,0.00017584466145949596,-0.00010591044135017827
142,2021-07-05,0.009332134579171009,-0.00299965126544276,-0.000285307592246386,0.00018150692895189236
143,2021-07-06,0.0008455296294393884,-0.0015346614638959625,-6.429935605612945e-05,0.0027667995626239087
144,2021-07-07,-0.0050946524045903975,0.0012160896835647335,9.267320707071484e-05,-0.0001460165346937433
145,2021-07-08,-0.010249980399045294,-0.0021028753175828365,-0.00020259594418425687,9.224569426840987e-05
146,2021-07-09,-0.008573103924638373,0.0014933623051664965,9.172944620389928e-05,-0.0005504625065218477
147,2021-07-12,0.008546618854222504,0.0009820861045083768,0.00011989483104845415,0.00051965407430943
148,2021-07-13,0.009798325862704831,-0.0007868352990827263,-3.849252301200189e-05,0.0008088932238781648
149,2021-07-14,0.0025528474281572905,-0.001153094090385891,-0.00010752562093235203,-0.00013851399670694868
150,2021-07-15,0.0029587127715321685,0.004067014210523604,0.00036370930356951353,0.0008882076921343997
151,2021-07-16,-0.002996277257577992,0.00043853984173180003,-1.8175389974295777e-05,-0.0006644765894839841
152,2021-07-19,-0.005355078290356724,-0.0021631364109722206,-0.00025268658789098146,-0.0013507654592866767
153,2021-07-20,-0.0053755065313589034,0.001545021700674323,0.00022382473088038412,0.0005711893304753827
154,2021-07-21,-0.0034116389846458365,-0.0002188199431745952,6.957712923442755e-06,0.0002560632465140928
155,2021-07-22,0.009237199509619008,-0.0013722184110970621,-0.0001455767903503556,-0.00029913279512015745
156,2021-07-23,0.0050918583592799195,-0.00034833041364810914,-1.4781563402309323e-05,-0.00021978307436195985
157,2021-07-26,-0.012088673642322953,0.0011375967454902692,0.0001042206786614486,-0.00026522855902829084
158,2021-07-27,0.00022957316854066532,4.551544257956185e-05,-1.828937614171552e-05,-0.0006095068200956787
159,2021-07-28,-0.006278627712677525,-0.0002801077509330822,-5.467268050853068e-05,0.00021019470114578656
160,2021-07-29,0.005685300848753454,0.0021631924762625424,0.00022209774159786085,0.0003549222480336401
161,2021-07-30,-0.00545909507248042,-0.004367128886359935,-0.0003995931003334474,0.0005919830254613232
162,2021-08-02,0.004699568262766302,-0.0007304123384854848,-8.531082266660345e-05,-6.706378185286753e-05
163,2021-08-03,-0.006802483052587329,0.0023102860620692932,0.00012934574273064609,-0.0006801000868965013
164,2021-08-04,0.013309871474251129,0.00016319659717675434,5.441028502527246e-05,0.0005042615678051883
165,2021-08-05,0.003961005184179031,0.00040854920419329803,-2.9886220753039876e-06,-0.0008811936088085161
166,2021-08-06,-0.002619303874643348,0.0005798938394268168,2.3298526309068558e-05,0.00011897098302900632
167,2021-08-09,-0.013671547323409923,0.0027881966387262114,0.00022403208033893175,-0.00020374216799793715
168,2021-08-10,-0.003119314845973343,-0.0013904618574426986,-9.841739310432614e-05,0.00045793174340296214
169,2021-08-11,-0.0004181100746183977,-0.0008261285782102351,-0.00011805610676191763,-0.00018093398939427748
170,2021-08-12,-0.0013154818689586766,0.0014972932828796015,0.00013708664891441056,-0.0004625133601108818
171,2021-08-13,-0.014207949764351807,0.0012346835557266321,0.00012847422870359502,-0.00021242265605552423
172,2021-08-16,-3.968253968253969e-05,1.9058241313221758e-21,-7.940933880509066e-23,0.0
173,2021-08-17,-0.026723084119992836,0.0005679261901320385,6.502016404984893e-05,-8.973535266994459e-05
174,2021-08-18,-0.005328623417461688,0.010241792636145393,0.0008722628037382404,-0.0010679012426812965
175,2021-08-19,-0.03462213891034927,0.004093025620350459,0.00042371971417812617,0.0013651625183885032
176,2021-08-20,-0.022621486990035945,0.0019546236334330763,0.00013283516848921226,-0.0006093670597495566
177,2021-08-23,0.0189592240772765,0.001296323301709507,0.00014000866096738554,3.7254851548307745e-06
178,2021-08-24,0.028004924934883813,-0.0011649017132003795,-0.0001249466819136921,-0.0011257847526328396
179,2021-08-25,0.010474663043988433,-0.0004925730414297571,-4.840444734696863e-05,-0.00012295637657955892
180,2021-08-26,-0.007144719132407697,0.0009249479002301325,5.419454534955629e-05,0.0003589666916338386
181,2021-08-27,0.0035549085633027225,-0.0005140981391446754,-5.329285668800457e-05,-0.00025029094291479433
182,2021-08-30,0.006031231616220129,0.0010011800447197261,9.456742087998729e-05,-0.000776859806829367
183,2021-08-31,0.010282916722543577,-0.0008609750933932179,-0.00012587801130423473,-0.0008932440225069861
184,2021-10-01,-0.017903716720955934,-0.0016692652868056054,-0.0001588023656207863,-0.00047845632852723313
185,2021-10-04,-3.968253968253969e-05,1.9058241313221758e-21,-7.940933880509066e-23,0.0
186,2021-10-05,-0.018412145831494593,-3.4348441685432224e-05,2.0255608185970568e-05,-0.0002590985443836666
187,2021-10-06,-0.025676816044510366,-0.0004402273527952556,-4.222583625166576e-05,-0.000598995950384562
188,2021-10-07,0.027016259721372442,0.0005810321697525865,4.995367057418563e-05,0.00018962296347786435
189,2021-10-08,-0.0013807367550220905,-0.0002599576722353926,-5.8199368806363585e-05,-0.0004936715343246734
190,2021-10-11,-3.968253968253969e-05,1.9058241313221758e-21,-7.940933880509066e-23,0.0
191,2021-10-12,-0.011808175260393416,0.000401286496521803,3.4151611874096975e-05,-0.000401441614932668
192,2021-10-13,0.011755391697468517,-0.000272890973233389,-4.536568681545207e-05,-0.0005066398893571122
193,2021-10-14,0.017285200496725682,0.0018521653659212879,0.0001518315828488279,-0.0006428326843659295
194,2021-10-15,0.007321866393895365,-8.757064477159698e-05,-2.1451666329159206e-05,-0.00016229146685503907
195,2021-10-18,0.0022202693768263084,0.00022966447040856087,-1.1621965261742026e-05,-0.0006340959137886028
196,2021-10-19,0.006880044275673772,0.0009970583138141143,8.538495118135913e-05,-0.0003327655152522016
197,2021-10-20,-0.0042065375592449175,0.00030294568794628793,3.2792410250839295e-05,6.452081966322239e-05
198,2021-10-21,-0.0019120657249181911,-0.0007593319256366732,-8.619759142132374e-05,-0.00013824666812656668
199,2021-10-22,-0.0016579556518967844,0.00033263994893913595,3.104185047919046e-05,-0.0003584173962128651
200,2021-10-25,0.0040561905713792056,-0.00041954210952419865,-3.71988858473781e-05,2.5803787185646657e-05
201,2021-10-26,0.010739211684214208,0.0021526632940145956,0.00022920627651132312,0.0008275920219060627
202,2021-10-27,-0.0072677403514018885,-0.0007222815610944956,-7.116213391678732e-05,1.3522391303954595e-05
203,2021-10-28,-0.011405260437223372,-0.00065618651521723,-4.139299012941729e-05,0.001027441658651207
204,2021-10-29,-0.010216817502262292,9.771616525464403e-05,2.1106128904833108e-05,0.0003388831867461804
205,2021-11-01,0.003988924175144546,0.0006093763311865146,6.356833393759238e-05,7.521617244742908e-05
206,2021-11-02,0.010541443505935558,0.0010984606228747697,7.702441875330588e-05,-0.00023588510051680275
207,2021-11-03,-0.016108246053962046,0.004114613296280658,0.0003194153815486241,-0.0018333766892086943
208,2021-11-04,-0.00593918000989446,0.0008403183159303202,6.9117197398883e-05,-0.00038477305839296026
209,2021-11-05,0.27668472760046253,-0.26526044206336924,-0.02153839707794521,0.10236130415430496
210,2021-11-08,0.00012624254925369758,-0.00017186822645248723,-2.3402790617783438e-05,-0.00017968297311687115
211,2021-11-09,-0.002523832145808154,0.0004724522509482457,4.0214002675540607e-07,-0.000656626586908339
212,2021-11-10,-0.017272704570109328,-0.0016482626558936026,-0.0001809473310773562,0.0003990889286456144
213,2021-11-11,-0.008501026921268499,2.6050169123790015e-05,3.1254293471894758e-06,-0.0009230291493517228
214,2021-11-12,0.016038092014622852,-0.00019121731550943358,-3.2003477432731125e-05,-1.3245102946650553e-05
215,2021-11-15,0.013594886222925396,0.00013671886341820624,-2.2594810989438556e-06,-0.00042942974728878093
216,2021-11-16,-0.0003294918209171575,6.731271096418445e-05,-2.8200836200926593e-06,-0.0004066348219625278
217,2021-11-17,-0.014661897504479101,-0.0004679879332890015,-4.507569204487546e-05,-0.000215714299296559
218,2021-11-18,-0.005979700458276562,-0.0006804119639250896,-3.922098267801952e-05,0.00045492531874807385
219,2021-11-19,0.004991259353384927,3.1373394042335395e-05,3.457638614598045e-05,0.0004016885780020812
220,2021-11-22,-0.0006827952061004746,0.0008969647701077009,8.45908400816282e-05,0.00022826465421280572
221,2021-11-23,0.07684698994619779,-0.06622803307657209,-0.006400111568090504,-0.0042867421793290035
222,2021-11-24,0.002475139335068489,0.0001989399753626226,3.136759045736007e-05,-0.00015684121624080164
223,2021-11-25,-0.006082056921547889,-0.0021705094433514946,-0.00018564155673188076,0.0006565417454549611
224,2021-11-26,-0.01413592159219753,-0.0005959349163789661,-7.360535306738918e-05,-0.0009477978973581616
225,2021-11-29,-0.013948044814120483,-0.0016144919720723196,-0.00013753593990251743,0.00038483857072982877
226,2021-11-30,-0.029490689565773255,0.0005174578086131751,3.2317086175535074e-06,-0.002137601642504622
227,2021-12-01,0.014089919595860098,-0.00035220198500752185,1.197170644271851e-06,0.0009476535165594858
228,2021-12-02,0.014842258534144413,3.636686659933068e-05,2.8237921531501313e-06,0.0003115215265624639
229,2021-12-03,0.015153067576094454,0.0030327445944452218,0.0002433418224002016,-0.0011984233646192431
230,2021-12-06,-0.0016306953480885096,0.0022112193015054417,0.00014584936480745568,-0.0014371936448281182
231,2021-12-07,0.010790440355766834,0.0003467531170763101,4.003099795841027e-05,0.00020604571161569052
232,2021-12-08,0.0020248024567903287,0.001075100228560338,0.00010338586555847768,-0.00039376303565463483
233,2021-12-09,0.011579482201069106,0.001016732852756181,9.606598228909214e-05,-0.0001018005693720373
234,2021-12-10,-0.004696904806101224,-0.0002016615495533286,-1.4747785666915554e-05,0.00025984283732123067
235,2021-12-13,-0.0035611952721230984,-0.0020906420455740074,-0.0001548151806952199,0.0012376642395322886
236,2021-12-14,-0.0009195542263855754,-0.0013165995854043106,-0.00012922743566169177,-0.00013419876597191115
237,2021-12-15,0.0030098003168138195,0.017390465711906566,0.0017578750496399283,0.003121780377402626
238,2021-12-16,0.002421433396642101,0.0009041677389518242,7.937849548045553e-05,-0.0004952046011132235
239,2021-12-17,-0.0006219112266287907,0.0009899017350863725,9.199426213990643e-05,-8.276585380635301e-05
240,2021-12-20,-0.012870568624080092,-0.0022467884812426998,-0.00018135934703047082,0.0004593800991632559
241,2021-12-21,0.0040690996497488256,0.0003205291599241195,2.6790858375910247e-05,-0.0005362251376081994
242,2021-12-22,0.0025181351784422353,-0.0010656846053040312,-0.00010491466896148314,-0.0001271878555044153
243,2021-12-23,0.006511176882047492,-0.0022321133562825295,-0.00015817052245384742,0.0013063497358816302
244,2021-12-24,-0.006362132771966494,0.00932944922269928,0.0008775226097971617,0.005454447209627101
245,2021-12-27,0.010557147934257976,-0.009138446257992226,-0.0008746355845899803,-0.0034271232008866656
246,2021-12-28,-0.003152301985061672,0.007953025214761676,0.0007004820555420565,0.0013018854470326596
247,2021-12-29,-0.0100432406756059,0.007183556051605224,0.0006544985951721331,0.0011764890448248066
248,2021-12-30,0.0031848163203447126,0.01706976590176628,0.001798015725904991,0.006084908534877979
249,2021-12-31,-3.968253968253967e-05,-1.3234889800848443e-21,-3.341809674714232e-22,1.0587911840678754e-22
250,2022-01-03,-0.002782094257240332,0.006867753850168165,0.0006296017484305294,0.00099442912735926
251,2022-01-04,-0.011172021295766187,0.012933376309469159,0.0012150723153292456,0.0034739356832992813
252,2022-01-05,-0.014589577625634932,0.0013486679152991791,0.00010860938454999966,-0.0005941342539952461
253,2022-01-06,-0.01718200841667917,0.0012976911600589768,0.00011379924852103669,-6.140151810848438e-05
254,2022-01-07,0.012203952512081083,-0.0010425426940644986,-0.00010378450453602995,-4.813696849788717e-05
255,2022-01-10,-0.009147028054796544,0.0007756576193668394,5.770441696130834e-05,-0.0006113061623399336
256,2022-01-11,-0.006811641521936607,-0.002225863407041269,-0.000201592018126467,-0.00042717660673520275
257,2022-01-12,0.0170443400813944,0.0006569578236570974,4.523760896548311e-05,5.8214760247730934e-05
258,2022-01-13,-0.003988673212724539,-0.0015494272912534048,-0.00013060011903092203,-0.00018749600680398586
259,2022-01-14,-0.013098698795149768,0.0004899061101790761,4.088065035092657e-05,2.863769542439164e-05
260,2022-01-17,-0.016453156029225452,0.0017573111043311085,0.0001542584776884043,-0.0002113899401324243
261,2022-01-18,-0.01569056032651834,-0.0007257211895076116,-5.691076172465782e-05,0.0001210065360653119
262,2022-01-19,-0.006074911563172027,-0.0009207054113687535,-7.758225953734824e-05,-0.00020081530963533104
263,2022-01-20,0.01522838794395668,0.0013333568004808623,0.00014711964198496773,0.0008839392859240254
264,2022-01-21,-0.00945686736012235,0.0006960639561192202,6.177865846871021e-05,-8.34893071717581e-05
265,2022-01-24,-0.02158810160494483,-0.0012821044872283912,-0.0001346533578640645,-0.0011435488686655773
266,2022-01-25,-0.03075708721491135,-7.752242273252727e-05,1.854822218363948e-05,-0.0002846563396822613
267,2022-01-26,0.0008870226892136522,-0.002278740660212507,-0.00017934065491984725,0.00079510330807351
268,2022-01-27,-0.03995793149663676,-0.000284777412858985,-5.117558421276904e-05,-0.0007454106339634142
269,2022-01-28,0.059750773717751754,-0.013137400895879803,-0.0010684812616970198,0.004592323070198981
270,2022-01-31,-3.968253968253966e-05,-2.329340604949326e-21,1.0687173514185118e-21,7.411538288475128e-22
271,2022-03-01,-3.968253968253967e-05,6.88214269644119e-21,9.926167350636332e-22,8.470329472543003e-22
272,2022-03-02,0.001621024359772846,0.00465674567600408,0.0003878244631482317,-0.0012898823653740247
273,2022-03-03,0.012336773986429897,0.000678221103183322,6.114983107238248e-05,-0.0002267191967727119
274,2022-03-04,-0.006673883850029232,-0.0012241397176507272,-0.00011727577538456636,0.00029575115899359555
