,alpha,beta_market,beta_smb,beta_hml,r_squared
252286,-0.0007939480610824739,0.5244894455855292,0.4318686163777846,-0.02762795257512303,0.00828039075684861
246878,0.0007162228255205829,0.8766547468273734,-0.843644512054373,-1.6865414762268458,0.0022973387117690702
271844,1.04685490875236e-05,1.6676570317413788,-2.207565322114779,-1.419341504375728,0.033714745107743194
298073,-0.00155576286458107,0.5117022986316289,0.7949298884014351,-0.130149459127164,0.0056909589782736525
285028,0.00462862214371406,1.9518941833113543,14.299896169192404,-3.9879699828871216,0.005432310783656913
313697,-0.0002042787679593481,0.4410171393685596,-0.2638554010269543,0.180083925580184,0.004357228251327339
221134,-0.0015290406447237477,0.5589122258905804,0.6561218975119559,-0.17670602798980412,0.0064737454542865835
211850,0.006594062976778418,2.656150817149647,-2.3387315826264676,2.6404956877189765,0.0014472130382982007
104593,-0.000977320570997802,1.0665867035590468,1.2285991934290608,-0.0012165314488575968,0.01590568409044113
104632,-0.0008122979699804278,1.5721975800322303,3.042434877678472,0.7233628854824222,0.021638571044485855
242570,0.0016900318576780475,1.0598119056897963,0.3809253016635204,1.2574759812653356,0.005157196665595665
275798,-0.0003855704664328847,0.19946049046499392,0.39784839699165475,-0.0013697352763065787,0.006849284537016942
289371,0.0001989550868600432,0.8225303723791855,0.4805146016533851,0.498304967117917,0.007573821414922022
295366,-0.0014960673023439572,-0.2721134130483892,-2.4821650151186567,-1.0806161113320474,0.005961433126200455
314474,-0.0005588490484191721,0.7987910496947765,0.10516843128110898,-0.09372575205049244,0.041996425420178785
208861,-0.0015704955992629928,1.291288925958109,0.5676557826360489,-0.06758586988908613,0.011322339576416263
321963,0.0037076032836177207,2.3647724417258127,5.090857407882352,1.4194333361346547,0.0015049765341424992
339652,-0.0009995828181595563,0.46457761909684003,-0.6994426388408475,-1.0784415896061734,0.0062166092780948645
285183,0.00024160607780196407,0.3388097016679562,0.08366627369638949,0.1108643001784485,0.004036249185915164
274959,0.00012130483098365849,0.6374108616331275,0.8594948347718772,0.4244828729485046,0.00623747155977894
311378,-0.000818487348804067,0.4132576712547128,0.26246557457923436,0.39032593007338157,0.004609160318604033
273457,0.004766304819441045,1.3509556032686305,-0.537766502348688,2.0391207091998833,0.0015409510603551224
212226,-0.0006174439692305507,0.17639618413314806,-0.013920133766768233,-0.18549578361221586,0.001721700831050721
275309,-0.0015867101752592904,1.4517053784080864,-0.14242115829230184,-0.523356708364624,0.01644308491446511
209789,-0.00026171037974374975,0.3235571599504305,-0.37962419004671544,0.01012285693087947,0.001348197629837844
208888,0.0008465790316221896,0.2833910629349072,0.1654432795212054,-0.022079445666121397,0.0011647829091755435
257268,0.011317397471895073,-1.4052605308311266,-9.826164250550192,-2.605353156115722,0.0014758368678831069
288580,0.028836422264766834,-4.061588922329732,14.11468075784426,20.547374363451876,0.003665666865827366
246296,-7.028371237026215e-05,1.6663347671931117,-0.15963241181701981,-0.7347184607923255,0.024260816118354733
320324,0.03327379379701364,-6.966637064888177,7.596327258721482,11.375485754460511,0.002525086509626906
243087,-0.0013371033795674821,0.6749858140016579,0.43370618392083155,-0.6873720285691126,0.00882627485173848
214053,-0.0007594440364226567,1.5550721176457047,0.1327467516870002,-0.2298617411525192,0.017720535760116896
242963,-0.002481215580732807,1.2000852372647977,1.434043145721304,0.46108573198777036,0.008414433455007031
295166,-0.0002529327534932152,0.8076145254288888,0.9576792148652873,0.3197875208047436,0.007699196381598661
209733,-0.0012870355414350341,0.6226203441836371,0.3983057965042749,-0.008236582196635825,0.001725446322350832
297993,-0.0017000307100273034,-0.07755404250301406,0.6546883785846069,0.12528469237407452,0.0005737684822927358
207931,-9.621941014549773e-05,0.8733244843313743,-0.33535917096627565,-0.03070993323286783,0.022045011624977184
242577,-0.000838818943414282,0.9341851737547524,1.6030499642324338,0.14034904952595806,0.009774248927267193
322880,0.0001671428500886973,1.0693392410571716,1.03822108949034,-0.3067562457566889,0.013046299118843141
314476,-0.0003167374836365168,0.9868908144290442,0.02905534292409595,0.2044041524082041,0.057279899662529
243114,-0.0007601287794851744,0.46158612019697026,-0.1552810707430804,-0.33721324185326573,0.004668352898341888
286840,0.008778115878685764,-2.2921497928318093,3.0351073699008153,-2.268298658604361,0.001253732338508562
318836,-0.00025779762958035376,1.1039927485534513,-1.0801120641538908,-0.5633097329659986,0.007513429965284368
241376,-3.2544536468262234e-05,0.1812966002955772,0.18264708779553343,0.03274813937413784,0.0010910840875867356
209735,-0.0012810268853170434,0.8833199346140869,-0.07642566538495787,-0.5341451338949967,0.008855109595684252
321194,-0.038698837402093234,-40.88044594144759,278.5276793025935,-30.388573966462733,0.009303809711867395
287968,0.005027361471906762,-1.4641275811023289,1.4049960146055536,2.9948182235172136,0.002567267209375501
242806,0.029000108650437416,-4.110689814424146,7.536322037092726,-0.8189788623991028,0.00038284162673041244
239856,0.000485150393938866,0.571203960857396,-0.3516524720083264,0.5261501111897671,0.005828573602824405
275421,-0.0007988077677897237,0.5640808849291643,0.82705445301964,0.04784740462551487,0.006387466896912719
255240,-0.002113755383065141,1.072767569495234,0.6871220052614658,-0.4818215024507323,0.014223468975725906
295467,-0.00046785143079862814,0.4317106346712242,0.8869076491640832,0.225210693635916,0.003653663743203861
320484,0.007117143794296269,1.2989117035754103,-5.427174661182247,3.198882150645483,0.006640612602588636
275909,-0.002790522980002949,0.7353667882446436,1.4098180863080065,-0.6909615208056217,0.004178452318128745
211843,0.0003701296831753571,1.5232554935815252,2.3888839759400193,0.5873952506426052,0.017126654968931287
292772,-0.003944708114597958,0.9306504906636626,0.3239676983703605,-0.17089793454658714,0.006673852673337866
242685,0.000640276368559957,0.5773468436989108,-0.6554519296320607,-0.34462250552472157,0.003055321411805645
325998,-0.001126933444142446,0.35596836414380123,0.4570976342299421,-0.3741355623894498,0.003860008028945372
321062,0.0005052024536860438,0.4524814359639093,0.841238296860118,0.3902844034991052,0.0018206016303604633
323530,0.018762952193996898,9.910683561812652,-2.803065375657085,15.998348863749907,0.004467087466672459
207873,0.0001642627329832974,0.4103150664430461,0.9630202694198956,-0.015156969291742428,0.0065441338183480635
298238,0.0005256902674967452,0.6785776725362209,1.0976600232472753,0.32111243965571495,0.005469789596123209
207921,-1.0279664961655212e-05,0.8855993466836805,0.463210542190974,0.3801451792903796,0.0059041854783252745
271925,-0.0004325208617316983,1.3716237566946101,-0.16964833524658257,-0.03058699210531385,0.022526633630231996
246798,-0.00029969849492123414,0.7813984230587695,0.30810372886262033,-0.764547247459213,0.006455877951645594
325471,-0.0033473992636610344,1.4651234786880547,2.50599807917753,-0.17394999504382413,0.009926199936403646
243701,0.001456785567242437,-0.019422732807586968,-2.6236539139591146,-0.3520029454545661,0.005901202696803942
202995,-0.000514470453859914,0.6432860865982978,0.7870616360590701,-0.09901974744195312,0.009597686916969717
326170,-8.727520693635856e-05,-0.019736404999954535,0.005027676558322744,0.009857560437326968,8.538441798155993e-06
208921,-0.000532122817106172,0.21736461726388961,0.7695170181570643,0.09631858041043313,0.005605490453401751
104584,-0.0011393741810922491,0.7530262887898159,1.158886026746527,0.44616551022896694,0.007664177759014179
270261,0.009264866876397252,0.8590904618515617,14.608924055375104,-11.586761261189322,0.0034420153951044696
336654,-0.003525372719153495,1.1898264186482113,0.17626356920421066,-0.70470598441737,0.006637109890931914
207878,9.385883158707104e-05,0.2534179296412323,0.676756526967187,0.3191364353592584,0.002119929438478496
205603,-0.0004195536115122478,1.0471894615188184,0.26196289966702546,-0.2613008462251944,0.014709531208840887
209144,-0.00035341679766149117,0.7592210141657569,0.030960779082056855,-0.10913092574659809,0.010794176565475988
333872,-0.0006441034112033438,0.06628323453098217,-2.1589955085294625,0.03799952656415273,0.0039074934144350815
296969,-0.001052884508633239,1.4436289705974297,-0.5063443005440031,-0.6134370860816127,0.02040894015898287
339347,-0.0003830069349651493,1.1043301315399294,1.039681263838726,0.4304213119480669,0.01307152588662952
324000,-0.0008438146469241558,0.06862137082675293,-1.4518361396096746,-1.3248386197327418,0.0016643402084189907
323304,-0.0014620307547916168,0.3274410588292097,-1.083443137466987,1.5059683999983338,0.002907353961470016
202599,0.00041122894408559803,1.1363048100747044,-0.358734253266726,-1.1746191881181471,0.016221376811021315
204083,-0.00012129946337195735,0.2502562552876502,1.0541721722488835,0.30212590549542073,0.00413235466149342
319475,-0.0016080156737579277,0.42286785397537524,1.0588825596881608,0.3436282874365978,0.0030669003755612323
318711,-0.0001446423737314238,1.444851754617864,9.186380340160794,-5.37662472344559,0.0043300243321893195
274523,0.0063329674910609195,-1.6295114988960924,2.2657534761642086,5.2059926055297305,0.005618177086463616
318465,-0.000919400877585577,1.2320867943837306,1.5182090790340093,-0.08560232408176174,0.016897183389404713
207923,0.000215552940479032,0.5154759763138228,0.6073883043402302,0.310437583319641,0.007317343914889252
316426,0.0005507456732757585,1.2528697201032275,0.22985146938673995,-0.1083650378798328,0.012959182524245327
207909,0.0009656706854955774,0.9607641704078518,-0.85427032972001,-1.1708454077962651,0.012195577994963958
247985,0.0009175278362766386,1.1607271673419757,-1.9905646879853127,-1.4003899548348049,0.01869750474206977
209771,-0.0009287481343173522,1.5311284450270102,1.0484507308884874,0.31039460707587296,0.022491763184770752
209662,-0.0007001968902743974,0.8062273943051748,-0.2043219446006469,-0.6368373584984971,0.005992911330885309
204067,-0.0005592811996156043,0.9648119808024997,0.295762754511016,-0.26538188902393267,0.01586649459842171
286660,-0.001261670641311046,0.8116507043999414,2.0057782320132924,0.42741093197113916,0.003328419382307324
201504,-0.0017897052904784268,0.5088803156171477,0.22077384708952813,-0.1943384549551,0.002321316504936166
331029,-0.0016681707101482604,1.3584739530643448,-1.1186022974933605,-0.9619372716688394,0.021435804920171053
273952,-0.0026159532953418762,3.078191495340632,13.213617066517575,4.725879936510508,0.008628474498277527
242985,0.00019803284082230312,1.4870109015867332,0.2289166206490995,0.4035259944378608,0.021547297204792093
207918,0.00168032177650514,0.21290744937615563,1.004028147884702,0.3607658037190784,0.0024717394545334948
222153,0.0002380205017484292,0.349906245581996,0.47396076153428895,0.23298304941209644,0.0012312448705361634
331669,-0.0003836132971533515,1.264033264304633,0.20972961801515366,-0.32281871476191726,0.015004403230321706
285280,-0.0011694962389343024,0.40998878502433656,0.27139826868790484,-0.715452800925175,0.00448116307200086
289009,-0.0009324268412390327,0.4640095565135048,0.38816716352089364,-0.24316345454555263,0.0021574077673013337
316780,-0.0016499047594304144,0.5004240260383962,0.09654653614277253,0.0011294291134792966,0.003230618040907962
207959,-0.0016803163987570574,0.5666143594420209,0.30256237406479997,-0.20168536992500452,0.003608796195439079
242908,-0.0008968416336012693,1.614973435040047,1.200148579664138,0.4072874413227295,0.02027284833966947
104588,0.0017645204436191097,1.1172956771397677,1.2380550906618262,0.4906806549876512,0.007963265893722649
209611,-0.002333777148362811,1.0937459032271846,1.1196351877432917,0.039542010695860996,0.017716358227325424
287170,0.010928824782686336,-0.6738298451068684,5.308024240379906,3.3957212777577896,0.0006321783679439363
275816,0.005945056998284825,3.797038235336541,-1.0954587818703705,2.9358247303738736,0.0031388146561812658
104605,0.0004923818217523403,0.9013889511924631,1.4355701627691577,0.6619340604273355,0.008687330736015353
315309,-0.0005777718461019369,0.6545085802817384,-0.019362157251912093,-0.28785065437122703,0.002882524995668767
254458,-0.0004594871427761343,0.8404287495476718,0.592260092528994,-0.16627420258695114,0.015350258461370725
274862,0.0062853384646328215,0.907922917747708,-1.3581207622925608,-4.678322116352304,0.0008486428383058797
207930,-0.001079240281553783,0.854358843053522,0.9243502348132285,-0.07872175915922797,0.012840867452936
321851,-0.0001041888747693115,0.6845686112094108,0.1537756791864514,-0.3516272761429041,0.00339749888520402
208946,-0.002027539292615164,2.0878157907819195,1.7879893984522657,0.8948773977241711,0.01629381938370933
319933,0.017668209970613625,-4.499275148566196,-13.056013045576762,-3.561558706089633,0.0023786446598179634
255957,-0.0007562064461059101,0.6340952133617034,0.12559236267502977,-0.275148288897877,0.008602301235308363
327485,-0.0013497275269030787,0.7112480758272138,0.8397091006325927,0.20215037818568793,0.005179245101356145
319386,0.035534500319948835,-3.731074906247372,11.408296952250838,12.670359995489184,0.0007356023273007439
294183,-0.0001268978233955503,0.8534903416609623,1.5633988968804018,0.8748161999752633,0.009511989628472772
282312,-0.0007444208141132476,1.5902012345662115,-0.3473698768621778,-0.6688792307335683,0.01617640535751086
320596,-0.0016951754648562986,3.723741572235677,8.934384621712068,3.7844996723851065,0.007295932602816246
330024,-0.0002512297857435328,0.1548422842299002,0.06798464101296631,-0.05530607997464451,0.0001340538612102371
273121,-0.00035798829072769035,1.2074010428855202,-0.11772671497500109,-0.5738287451879021,0.007215168509565828
292461,0.001242005458822074,0.3345779886304899,1.3085375306233118,0.8512174050426652,0.005438192869914427
334643,-0.0019646757522504715,0.733899322654842,0.24203923064210411,-0.4647078440088248,0.006015984190180457
326811,0.005318924348672929,-0.8569319185669204,0.8734367349568873,-1.2276939275106906,0.0003365197877964743
287643,-0.0004552311990286791,0.8053739828748626,0.1569530506133764,-0.7378872547910577,0.01475372439004008
239858,-0.0005844065666101425,0.7295685247362188,1.0970444028691522,0.6251816603067508,0.004724968025183407
297207,0.0008099437860895993,0.6106941835863602,0.6851776337476807,-0.8278507079003822,0.011154857542340024
221470,-0.001650652123147862,1.0849238928486356,1.0260742370764906,0.3187557510448662,0.01445212987688782
245665,-0.000843097400321953,0.5002582427346398,0.6705166113616967,-0.10555302705756864,0.005257550250284848
278569,6.781353779269331e-05,0.5709664292886376,0.019279472258114605,-0.888640484895391,0.007636907751190636
243126,-0.00010480055387621675,1.3221628967157146,-0.11538656497345827,-0.5646379824893809,0.013575365858432109
155314,-0.0018919315327454891,0.998937677335733,0.8813129397029358,-0.07098674545142855,0.009925850537836567
251878,-0.0009944737386293472,1.0034804337263725,0.7396122370234496,0.155141306447288,0.012339931373346769
255245,-0.00021359131513193854,0.6283040794151177,0.7934147518274006,-0.10379277881439314,0.007007458992601023
322633,-0.00247160096893296,0.9308009961491115,0.9017806440631438,0.10123903785200755,0.005215300657921862
255239,-0.0009372850759311131,0.49210052506327684,0.1862063697937687,-0.15077954246616296,0.002880846086703359
317411,-0.0007375967705370148,0.9687688998451287,0.9613674920493529,-0.6813036294856538,0.01103839274519225
296889,-0.0002795190863524708,1.197474159870036,0.9536622355181981,0.39538605828705,0.013387897248317682
315628,-0.001029047901612021,-0.1026399261959894,0.519374636211781,0.19459964569103597,0.0003263535975025489
284786,-0.000518281641428928,0.5055132616177903,1.092090965727368,0.4685536143925658,0.006260808560977327
243226,-0.0006034108406114051,0.5582078478882684,0.5676623231750613,0.13435945751343592,0.005149109987881095
207887,-0.0005021099698500576,0.8339606715629204,0.9764221584045496,0.48367389275031797,0.005747403932449435
243172,0.0003354611137854466,1.0796701656383854,-2.027196622385458,-1.9671097425200799,0.018656463146603186
258197,0.0003070925577545371,1.515022044811399,1.3617850478701174,1.1562406954858138,0.021622684417635818
104615,0.0005017656369349675,1.0362750136727854,1.035056148843038,0.14948779409001173,0.009587559292928871
319913,-0.0008512547363020235,0.7355288244135816,0.43579837059328547,0.11480277165952243,0.0031203273511469787
321898,0.0028621370792028403,0.42024135950907293,-1.66460295725139,-3.105569389394738,0.0015839887241474448
255246,-0.0017059452552202797,0.7505465813344723,1.0592193770005958,0.23024352782253074,0.01267143306062446
295522,0.0027863450388743924,1.1308128973982032,9.801557831488367,-3.5024676166592967,0.003474571089423062
320675,-0.0007356422606577325,0.41710518713876693,0.31574978934738096,-0.3914874970524199,0.004283736257332138
209846,-0.0019990343870158163,0.032783668544918015,0.49535998993212055,-0.4913340802140959,0.001839216234767349
334757,0.00030968307758458095,1.2950892961975002,0.2141998353826874,-0.10733626145946713,0.012550628486575066
208980,0.00012572264930909324,0.6328240205690797,-0.07996671969487207,-0.6673388905077654,0.0038181622782085256
320607,-0.0011113054069369118,3.963750499719617,-2.530826674608944,-2.256625461926888,0.009505447770543851
290960,-0.002079403764112734,1.0066445493036835,1.0351178679448902,-0.05127505336714168,0.007091792568093003
313859,-0.000574498787116504,0.6537109796172833,0.9295790851946568,-0.2887997053721779,0.007942946380699145
274161,-0.0007749060870543608,1.465620521925629,-1.2120164917063883,-0.9603562517741213,0.015728467758482467
319498,-0.0010376568422297986,1.2916383937304623,1.3923906973251328,0.061819729188359374,0.01084385123193743
277976,-0.0016504900503788813,1.0584356837964488,0.4402805037355547,-0.5507629298874974,0.014815236430784418
025259,-0.00017413940867420615,0.600401530895915,0.7833570890821888,0.2474166957356035,0.009928829668942263
211847,-0.0008583895074008424,0.4535839737658796,1.2268877752822254,-1.1917221738151484,0.0020646226969613934
329291,-0.00018979143830423636,0.9455480647332444,0.31898512634571463,-0.06025758843943896,0.005486354430973117
320004,-0.007615470809404933,1.8193281688224636,0.008872095991517837,-0.6538802333616238,0.008734762969544785
272056,-0.0008532348749987181,0.692329451350336,1.57439211788876,-0.02944418367827937,0.010684041696973012
257232,-0.0005601000867498583,0.4740668012054954,-0.20672043411264057,-0.1416773150271486,0.0052420407422273385
326810,-0.00047328546825420255,0.6780838765563625,0.7451516477762328,-1.0606669448928614,0.01169281424430757
243020,0.006876295447796581,3.733682746858324,15.638559854876359,4.248678625365529,0.0032864316212002365
208974,0.00442241244890364,2.926875875666415,15.599405209029596,3.7428983985826085,0.0037821643436359853
315784,0.0006298749841300611,0.5672422955687622,0.5182718556640575,0.0883805840418158,0.006887005558151471
337346,-0.001912518514203152,1.4888684125688336,0.32076705985971565,-0.13310552570383455,0.005589688468915943
326374,-0.0010302896675019393,0.5870922349773275,0.5430938628278708,0.18012713005936304,0.006564859167318415
233260,-0.0004277406351327702,1.0661189013690988,0.5591147365318831,0.05324756063456567,0.01951303018087369
286826,-0.0027339169599568448,1.1020540117940067,0.29989021477581124,-0.3341840896030856,0.008563495628160722
318734,-0.002299701570457111,1.0663534589546737,0.2506021824753495,-0.8524841633499477,0.008665238948641907
274958,-0.0018771046780340255,1.004905021394415,0.9405878629092954,0.25395534524196683,0.009817348248886248
241495,0.0009088196192435379,-0.18209272551533087,-0.0273807248240161,-0.9915940887610051,0.006749554095914934
273360,0.0007557033371262665,0.5956392216513551,-0.3078388931085586,-0.927948352549846,0.005140526615201146
295657,0.046395880884343745,-9.564971947481494,-3.426911667201086,14.857859134666633,0.002288423894124314
318796,-0.0017334722983904484,1.3862246458396288,2.003775684437994,0.48037943559969815,0.016717219660709937
242760,-0.001340277459889178,0.45044697734207906,-0.417316180298567,-0.5351542220979253,0.003724599298537301
295415,0.0027257914442350276,7.602662183487148,-5.280420349165345,-2.8695711942660536,0.006724915145827626
282121,-0.001035465929016121,0.8763901677589093,-1.4260727807573423,-0.7394442380898814,0.013143870537783764
318471,0.0006915167872843203,1.1934884720210392,-0.29653489922065956,-1.9008910920381423,0.0012461435397048692
295376,-0.0005162311496552657,0.35899624334546887,0.7789753884711452,0.14135295402360815,0.004733131366597476
273375,-0.0016559742315496327,0.6732336426236258,1.0156204221356,0.565130694604344,0.003910375302847435
209800,-0.0029152464479927885,0.2966225524824503,-0.9406314738057349,-1.0818999448242776,0.002791656173978363
243169,0.005513394578154442,0.18517601528832237,2.4549377235563985,1.729839746301004,0.0005855903588699585
279354,0.009712777652841792,-1.155596168492226,3.1272607142045237,1.7998581214862597,0.00040184638482076984
322591,-0.001241331655514309,0.5119822583930199,2.0803630783464118,0.12275246350546534,0.009515578661732027
242758,-0.0017306367798522733,0.447580345311071,1.5277614591763156,0.07517653797139401,0.0029538144796374954
334312,-0.0009888315615444886,0.20062532084047344,0.4172623763553117,-0.3950175392531009,0.010377625340769359
331447,-0.001182841527767765,0.7062479335318458,-0.3190699741974033,-0.7969834098112262,0.007845042736913777
329845,-0.016365123005318834,0.34234712054336186,8.589874116913542,3.5341621024402725,0.013774215323112293
326837,-0.00107694371755821,1.1779389454083158,0.9688867031285656,-0.058622983317484584,0.012494345906432613
271851,-0.0002455836005779647,0.705997720412059,0.4208990550763043,0.06383204299698775,0.0019043208347253593
322079,-0.0013294760865218932,0.8347586039645569,0.5036374829966078,-0.31764433399480707,0.007444887633755837
